%Class,%Class,代码，显示NPC的职业名字。
%Name,%Name,《上古卷轴3：晨风》中的代码，通用对话中显示说话的NPC名字。
Samia,萨米亚,NPC_.FNAM
Samma,萨玛,NPC_.FNAM
Sammalamus,萨马拉穆斯,NPC_.FNAM
Samori,萨莫里,NPC_.FNAM
Samsi,萨姆西,NPC_.FNAM
Samsi River,萨姆斯河,尼西斯附近的河道
Samsi Ulannanit,萨姆西·乌兰纳尼特,NPC_.FNAM
Sanabi,桑纳比,CEL
Sanammasour,萨纳马苏尔,NPC_.FNAM
Sanaso,莎娜娑,NPC_.FNAM
Sanaso Sarothran,莎娜娑·萨罗珊,NPC_.FNAM
Sancre,金,亚历德语
Sancre Tor,桑克雷·托,亚历德语，意为“黄金山丘”。早期湮灭汉化者未能找到正确发音，错译为“桑卡托”。
"Sancre Tor, Prison","桑克雷·托，监狱",""
Sanctuary,守护圣域,GMST.STRV|SPEL.FNAM
Sanctum of Awakening,觉醒圣地,CEL
Sanctum of Black Hope,黑望圣地,CEL
Sanctus Shrine,哉颂圣祠,CEL|ACTI.FNAM|SPEL.FNAM
Sandas Ancestral Tomb,桑达斯先祖墓穴,CEL
Sandus,桑杜斯,NPC_.FNAM
Sandus Ancestral Tomb,桑杜斯先祖墓穴,CEL
Sangiin,桑金,卡吉特神话中对应桑吉恩的神。
Sanguine,桑吉恩,血腥与纵欲的大君
Sanguine Balanced Armor,桑吉恩平衡甲,SPEL.FNAM
Sanguine Deep Biting,桑吉恩深噬,SPEL.FNAM
Sanguine Denial,桑吉恩抵抗,SPEL.FNAM
Sanguine Enterprise,桑吉恩经商,SPEL.FNAM
Sanguine Fleetness,桑吉恩迅捷,SPEL.FNAM
Sanguine Fluid Evasion,桑吉恩顺避,SPEL.FNAM
Sanguine Glib Speech,桑吉恩巧舌,SPEL.FNAM
Sanguine Golden Wisdom,桑吉恩黄金智慧,SPEL.FNAM
Sanguine Green Wisdom,桑吉恩绿色智慧,SPEL.FNAM
Sanguine Hewing,桑吉恩劈砍,SPEL.FNAM
Sanguine Horny Fist,桑吉恩坚拳,SPEL.FNAM
Sanguine Impaling Thrust,桑吉恩钉刺,SPEL.FNAM
Sanguine Leaping,桑吉恩飞跃,桑吉恩的27件秘宝之一
Sanguine Martial Craft,桑吉恩武术技艺,SPEL.FNAM
Sanguine Nimble Armor,桑吉恩灵甲,SPEL.FNAM
Sanguine Red Wisdom,桑吉恩红色智慧,SPEL.FNAM
Sanguine Safekeeping,桑吉恩安保,SPEL.FNAM
Sanguine Silver Wisdom,桑吉恩白银智慧,SPEL.FNAM
Sanguine Smiting,桑吉恩重击,SPEL.FNAM
Sanguine Stalking,桑吉恩潜行,SPEL.FNAM
Sanguine Stolid Armor,桑吉恩钝甲,SPEL.FNAM
Sanguine Sublime Wisdom,桑吉恩卓越智慧,SPEL.FNAM
Sanguine Sureflight,桑吉恩稳射,SPEL.FNAM
Sanguine Swiftblade,桑吉恩快刀,SPEL.FNAM
Sanguine Transcendant Wisdom,桑吉恩超然智慧,SPEL.FNAM
Sanguine Transcendence,桑吉恩超凡,桑吉恩的27件秘宝之一，有的地方Transcendence错误拼写成了Transcendent
Sanguine Transfiguring,桑吉恩化形,桑吉恩的27件秘宝之一
Sanguine Transfiguring Wisdom,桑吉恩化形智慧,SPEL.FNAM
Sanguine Unseen Wisdom,桑吉恩隐秘智慧,SPEL.FNAM
Sanies Lupinus,狼性脓疮,SPEL.FNAM
Sanil,萨尼尔,SPEL.FNAM
Sanil's Murdrum,萨尼尔的暗杀术,SPEL.FNAM
Sanit,桑尼特,CEL
Sanit-Kil,桑尼特-基尔,CLOT.FNAM
Sanit-Kil's Heart of Fire,桑尼特-基尔的火之心,CLOT.FNAM
Sanni,桑尼,CEL
Sannit,桑尼特,NPC_.FNAM
Sannit Kil,桑尼特·基尔,NPC_.FNAM
Santinti,桑廷提,NPC_.FNAM
Santinti Assarbeberib,桑廷提·阿萨贝贝里布,NPC_.FNAM
Santumatus,桑图马图斯,NPC_.FNAM
Sanvyn,桑文,NPC_.FNAM
Sanvyn Llethri,桑文·莱特里,NPC_.FNAM
Sanyon,萨尼昂,NPC_.FNAM
Sapiarch,塞普亚,夏暮岛的魔法学院所在地
Saprius,萨普里乌斯,NPC_.FNAM
Saprius Entius,萨普里乌斯·恩提乌斯,NPC_.FNAM
Saram,萨拉姆,NPC_.FNAM
Sarandas,萨兰达斯,CEL|NPC_.FNAM
Sarandus,萨兰德斯,NPC_.FNAM
Sarano,萨拉诺,NPC_.FNAM
Sarano Ancestral Tomb,萨拉诺先祖墓穴,CEL
Sarano Ebony Helm,萨拉诺黑檀头盔,ARMO.FNAM
Saras,萨拉斯,NPC_.FNAM
Saras Orelu,萨拉斯·奥雷卢,NPC_.FNAM
Sarathram,萨拉特拉姆,NPC_.FNAM
Sarayn,萨雷恩,NPC_.FNAM
Sarayn Sadus,萨雷恩·萨杜斯,NPC_.FNAM
Sarcophagus Chamber,石棺室,
Sard,萨德,即萨德阿瓦·里德的原名
Sardavar Leed,萨达瓦·里德,帝都以南的一个中等规模的亚历德遗迹，曾被称为萨德。《阿达巴尔-阿》中称阿莱西亚以奴隶的身份成长于此。
Sardavar Leed Lattasel,萨达瓦·里德-拉塔塞尔,
Sareloth,萨雷洛斯,NPC_.FNAM
Saren,萨伦,NPC_.FNAM
Saren Ancestral Tomb,萨伦先祖墓穴,CEL
Saren Manor,萨伦庄园,CEL
Sarendas,萨伦达斯,NPC_.FNAM
Sarethan,萨雷珊,NPC_.FNAM
Sarethi,萨雷蒂,CONT.FNAM|NPC_.FNAM
Sarethi Ancestral Tomb,萨雷蒂先祖墓穴,CEL
Sarethi Guard Quarters,萨雷蒂守卫住所,CEL
Sarethi Manor,萨雷蒂府邸,CEL
Sargon,萨尔贡,CEL|NPC_.FNAM
Sargon Santumatus,萨尔贡·桑图马图斯,NPC_.FNAM
Sargon's Yurt,萨尔贡的帐篷,CEL
Sari,萨利,NPC_.FNAM
Sarimisun-Assa Egg Mine,萨里米桑-阿萨卵矿场,CEL
Sarinith,萨里尼思,NPC_.FNAM
Sarmosia,莎莫西娅,NPC_.FNAM
Sarmosia Vant,莎莫西娅·万特,NPC_.FNAM
Sarnir the Clerk,书记员萨尼尔,NPC_.FNAM
Sarobar,萨罗巴尔,NPC_.FNAM
Sarothran,萨罗珊,NPC_.FNAM
Sarothren,萨罗瑟伦,NPC_.FNAM
Sarothril,萨罗瑟利,NPC_.FNAM
Saruse,萨鲁斯,NPC_.FNAM
Saruse Hloran,萨鲁斯·赫罗兰,NPC_.FNAM
Sarvil,萨维尔,NPC_.FNAM
Sarvil Sadus,萨维尔·萨杜斯,NPC_.FNAM
Sarvur,萨乌尔,NPC_.FNAM
Sarvur Sadri,萨乌尔·萨德利,NPC_.FNAM
Saryn,萨琳,NPC_.FNAM
Saryn Sarothril,萨琳·萨罗瑟利,NPC_.FNAM
Saryon,萨里昂,NPC_.FNAM
Saryoni,萨里奥尼,BOOK.FNAM|MISC.FNAM|NPC_.FNAM
Saryoni's Key,萨里奥尼的钥匙,MISC.FNAM
Saryoni's Sermons,《萨里奥尼的布道词》,BOOK.FNAM
Saryoni's Sermons Manuscript,《萨里奥尼的布道词-原稿》,BOOK.FNAM
Sarys,萨利斯,NPC_.FNAM
Sarys Ancestral Tomb,萨利斯先祖墓穴,CEL
Sarys chest key,萨利斯箱子钥匙,MISC.FNAM
Sason,萨桑,NPC_.FNAM
Satak,萨塔克,尤库达神话的初始神，类似阿努，第一条蛇。
Satakal,萨塔卡尔,尤库达人的神，世界之皮
Sathas,萨塔斯,CEL|NPC_.FNAM
Sathas Rivul,萨塔斯·里维尔,NPC_.FNAM
Sathas Rivul's Shack,萨塔斯·里维尔的小屋,CEL
Sathasa,萨塔莎,NPC_.FNAM
Sathasa Nerothren,萨塔莎·内洛瑟伦,NPC_.FNAM
Sathendas,萨坦达斯,NPC_.FNAM
Satheri,萨瑟瑞,NPC_.FNAM
Satheri Rothandus,萨瑟瑞·罗丹达斯,NPC_.FNAM
Sathis,萨提斯,NPC_.FNAM
Sathran,萨特兰,萨特兰种植园。
Sathren,萨斯伦,NPC_.FNAM
Sathryon,萨斯里昂,NPC_.FNAM
Sathyn,萨辛,NPC_.FNAM
Sathyn Andrano,萨辛·安德拉诺,NPC_.FNAM
Sattir the Bold,勇者萨提尔,NPC_.FNAM
Saturan,萨图兰,CEL
Saturan Slave Key,萨图兰奴隶钥匙,MISC.FNAM
Satyana,萨蒂亚娜,NPC_.FNAM
Sauleius,绍莱乌斯,NPC_.FNAM
Sauleius Cullian,绍莱乌斯·库利安,NPC_.FNAM
Savani,萨凡尼,NPC_.FNAM
Savant,学者,CLAS.FNAM
Savard,萨瓦德,NPC_.FNAM
Savard: Smith,萨瓦德：铁匠,ACTI.FNAM
Savel,萨维尔,NPC_.FNAM
Savel Ancestral Tomb,萨维尔先祖墓穴,CEL
Savesea,萨芙西娅,NPC_.FNAM
Savesea Mothryon,萨芙西娅·莫斯里昂,NPC_.FNAM
Savil,萨维尔,NPC_.FNAM
Savile,萨维尔,MISC.FNAM|NPC_.FNAM
Savile Imayn,萨维尔·伊曼,NPC_.FNAM
Savile's Slavepod Key,萨维尔的奴隶舱钥匙,MISC.FNAM
Saviour's Hide,救世者之皮,大君希尔辛的神器。
Savirien-Chorak,萨维里恩-乔拉科,
Savlian Matius' Tent,萨伏利安·马提乌斯的帐篷,
Savure,萨乌瑞,NPC_.FNAM
Savure Uvalor,萨乌瑞·乌瓦罗,NPC_.FNAM
Saxhleel,萨克斯利尔,*详见Sun's Dusk词条。
Scales,鱼鳞,INGR.FNAM
Scalon,水鳞鬼,战栗群岛生物。
Scamp,劣魔,CREA.FNAM
Scamp Skin,劣魔皮,INGR.FNAM
Scamp Slinker Belt,劣魔早产儿腰带,CLOT.FNAM
Scathecraw,苦痛草,INGR.FNAM
Scathecraw Plant,苦痛草,CONT.FNAM
Scelian,塞利安,NPC_.FNAM
Scelian Plebo,塞利安·普莱博,NPC_.FNAM
Scerius,斯塞里乌斯,NPC_.FNAM
School,魔法派系,GMST.STRV
Scinia,塞尼亚,NPC_.FNAM
Scinia Ruin,希尼亚遗迹,eso中出现的Fort Scinia。
Scourge,灾祸,WEAP.FNAM
Scourge Blade,天灾之刃,SPEL.FNAM
Scout,斥候,CLAS.FNAM|GMST.STRV
Scrap Metal,金属废料,INGR.FNAM
Scrib,幼虫,CREA.FNAM
Scrib Cabbage,幼虫卷心菜,CONT.FNAM|INGR.FNAM
Scrib Jelly,幼虫胶质,INGR.FNAM
Scrib Jerky,幼虫肉干,INGR.FNAM
Script Testing Cell,剧本测试间,CEL
Script_IgnBBot2,Script_IgnBBot2,ACTI.FNAM
Script_PlayScript,Script_PlayScript,ACTI.FNAM
Script_Taren_Enable,Script_Taren_Enable,ACTI.FNAM
Scroll,卷轴,BOOK.FNAM
Scroll of Almsivi Intervention,奥姆希维干预卷轴,BOOK.FNAM
Scroll of Alvusia's Warping,阿武西娅的扭曲卷轴,BOOK.FNAM
Scroll of Baleful Suffering,悲惨苦难卷轴,BOOK.FNAM
Scroll of Black Death,漆黑死亡卷轴,BOOK.FNAM
Scroll of Black Despair,漆黑绝望卷轴,BOOK.FNAM
Scroll of Black Fate,漆黑命运卷轴,BOOK.FNAM
Scroll of Black Mind,漆黑心灵卷轴,BOOK.FNAM
Scroll of Black Scorn,漆黑蔑视卷轴,BOOK.FNAM
Scroll of Black Sloth,漆黑怠惰卷轴,BOOK.FNAM
Scroll of Black Weakness,漆黑疲弱卷轴,BOOK.FNAM
Scroll of Bloodfire,血火卷轴,BOOK.FNAM
Scroll of Bodily Restoration,肉体恢复卷轴,BOOK.FNAM
Scroll of Breva's Averted Eyes,布雷瓦的避眼卷轴,BOOK.FNAM
Scroll of Celerity,迅捷卷轴,BOOK.FNAM
Scroll of Chriditte's Panacea,克里迪特的灵丹妙药卷轴,BOOK.FNAM
Scroll of Corrupt Arcanix,腐化奥法卷轴,BOOK.FNAM
Scroll of Daerir's Blessing,戴瑞尔的祝福卷轴,BOOK.FNAM
Scroll of Daerir's Miracle,戴瑞尔的奇迹卷轴,BOOK.FNAM
Scroll of Daydene's Panacea,戴德妮的灵丹妙药卷轴,BOOK.FNAM
Scroll of Daynar's Airy Bubble,戴纳的气泡卷轴,BOOK.FNAM
Scroll of Dedres' Masterful Eye,德瑞斯的统驭之眼卷轴,BOOK.FNAM
Scroll of Didala's Knack,迪达拉的花巧卷轴,BOOK.FNAM
Scroll of Divine Intervention,圣灵干预卷轴,BOOK.FNAM
Scroll of Drathis' Soulrot,德拉西斯的腐魂卷轴,BOOK.FNAM
Scroll of Drathis' Winter Guest,德拉西斯的冬客卷轴,BOOK.FNAM
Scroll of Ekash's Lock Splitter,艾卡什的锁裂器卷轴,BOOK.FNAM
Scroll of Elemental Burst:Fire,火焰元素爆发卷轴,BOOK.FNAM
Scroll of Elemental Burst:Frost,寒冰元素爆发卷轴,BOOK.FNAM
Scroll of Elemental Burst:Shock,闪电元素爆发卷轴,BOOK.FNAM
Scroll of Elevram's Sty,艾弗拉姆的针障卷轴,BOOK.FNAM
Scroll of Fader's Leaden Flesh,法德的沉重身躯卷轴,BOOK.FNAM
Scroll of Feldram's Trepidation,费德拉姆的惊惧卷轴,BOOK.FNAM
Scroll of Fiercely Roasting,汹炙卷轴,BOOK.FNAM
Scroll of Flamebane,弱火卷轴,BOOK.FNAM
Scroll of Flameguard,火焰守护卷轴,BOOK.FNAM
Scroll of Fphyggi's Gem-Feeder,弗菲吉的宝石供养卷轴,BOOK.FNAM
Scroll of Frostbane,弱冰卷轴,BOOK.FNAM
Scroll of Frostguard,冰霜守护卷轴,BOOK.FNAM
Scroll of Galmes' Seal,加尔姆斯的封印卷轴,BOOK.FNAM
Scroll of Golnara's Eye-Maze,戈尔纳拉的迷眼卷轴,BOOK.FNAM
Scroll of Gonar's Goad,冈纳尔的激怒卷轴,BOOK.FNAM
Scroll of Greater Domination,高级统治卷轴,BOOK.FNAM
Scroll of Grey Death,铅灰死亡卷轴,BOOK.FNAM
Scroll of Grey Despair,铅灰绝望卷轴,BOOK.FNAM
Scroll of Grey Fate,铅灰命运卷轴,BOOK.FNAM
Scroll of Grey Mind,铅灰心灵卷轴,BOOK.FNAM
Scroll of Grey Scorn,铅灰蔑视卷轴,BOOK.FNAM
Scroll of Grey Sloth,铅灰怠惰卷轴,BOOK.FNAM
Scroll of Grey Weakness,铅灰疲弱卷轴,BOOK.FNAM
Scroll of Healing,治愈卷轴,BOOK.FNAM
Scroll of Heartwise,智慧之心卷轴,BOOK.FNAM
Scroll of Hellfire,地狱之火卷轴,BOOK.FNAM
Scroll of Icarian Flight,愚勇高飞卷轴,BOOK.FNAM
Scroll of Illnea's Breath,伊尔内亚的气息卷轴,BOOK.FNAM
Scroll of Inas' Chastening,伊纳斯的责罚卷轴,BOOK.FNAM
Scroll of Inasi's Mystic Finger,伊纳西的秘指卷轴,BOOK.FNAM
Scroll of Insight,洞悉卷轴,BOOK.FNAM
Scroll of Invisibility,隐身卷轴,BOOK.FNAM
Scroll of Leaguestep,联盟步法卷轴,BOOK.FNAM
Scroll of Lesser Domination,低级统治卷轴,BOOK.FNAM
Scroll of Lliros' Glowing Eye,利罗斯的光辉之眼卷轴,BOOK.FNAM
Scroll of Lord Mhas' Vengeance,姆哈斯大人的复仇卷轴,BOOK.FNAM
Scroll of Mageweal,强法卷轴,BOOK.FNAM
Scroll of Manarape,法力蹂躏卷轴,BOOK.FNAM
Scroll of Mark,标记卷轴,BOOK.FNAM
Scroll of Monden's Instigator,蒙顿的煽动者卷轴,BOOK.FNAM
Scroll of Nerusi's Lockjaw,涅鲁西的锁喉卷轴,BOOK.FNAM
Scroll of Ondusi's Unhinging,昂杜希的裂锁卷轴,BOOK.FNAM
Scroll of Prince Ov's Brightbal,奥夫王子的光球卷轴,BOOK.FNAM
Scroll of Psychic Prison,精神牢狱卷轴,BOOK.FNAM
Scroll of Purity of Body,纯洁之躯卷轴,BOOK.FNAM
Scroll of Radiya's Icy Mask,拉迪亚的寒冰面具卷轴,BOOK.FNAM
Scroll of Radrene'sSpellBreaker,拉德雷恩的破法卷轴,BOOK.FNAM
Scroll of Red Death,赤红死亡卷轴,BOOK.FNAM
Scroll of Red Despair,赤红绝望卷轴,BOOK.FNAM
Scroll of Red Fate,赤红命运卷轴,BOOK.FNAM
Scroll of Red Mind,赤红心灵卷轴,BOOK.FNAM
Scroll of Red Scorn,赤红蔑视卷轴,BOOK.FNAM
Scroll of Red Sloth,赤红怠惰卷轴,BOOK.FNAM
Scroll of Red Weakness,赤红疲弱卷轴,BOOK.FNAM
Scroll of Restoration,疗愈卷轴,BOOK.FNAM
Scroll of Reynos' Beast Finder,雷诺斯的野兽搜寻卷轴,BOOK.FNAM
Scroll of Reynos' Fins,雷诺斯的灵鳍卷轴,BOOK.FNAM
Scroll of Salen's Vivication,萨伦的维威克之愈卷轴,BOOK.FNAM
Scroll of Savage Might,野蛮之力卷轴,BOOK.FNAM
Scroll of Savage Tyranny,残酷暴政卷轴,BOOK.FNAM
Scroll of Selis' Fiery Ward,塞利斯的烈火护盾卷轴,BOOK.FNAM
Scroll of Selyn's Mist Slippers,瑟琳的雾鞋卷轴,BOOK.FNAM
Scroll of Sertises' Porphyry,赛尔提斯的斑驳卷轴,BOOK.FNAM
Scroll of Shockbane,弱电卷轴,BOOK.FNAM
Scroll of Shockguard,闪电守护卷轴,BOOK.FNAM
Scroll of Stormward,风暴护盾卷轴,BOOK.FNAM
Scroll of Summon Flame Atronach,召唤火焰侍灵卷轴,BOOK.FNAM
Scroll of Summon Frost Atronach,召唤冰霜侍灵卷轴,BOOK.FNAM
Scroll of Summon Golden Saint,召唤黄金圣徒卷轴,BOOK.FNAM
Scroll of Summon Skeleton,召唤骷髅卷轴,BOOK.FNAM
Scroll of Supreme Domination,至高统治卷轴,BOOK.FNAM
Scroll of Taldam's Scorcher,塔尔达姆的灼烧者卷轴,BOOK.FNAM
Scroll of Telvin's Courage,泰尔文的勇气卷轴,BOOK.FNAM
Scroll of Tendil's Trembling,坦迪尔的颤抖卷轴,BOOK.FNAM
Scroll of Tevil's Peace,泰弗尔的和平卷轴,BOOK.FNAM
Scroll of Tevral's Hawkshaw,特弗瑞的侦测卷轴,BOOK.FNAM
Scroll of The Argent Glow,银白光辉卷轴,BOOK.FNAM
Scroll of The Black Storm,漆黑风暴卷轴,BOOK.FNAM
Scroll of The Blood Thief,盗血者卷轴,BOOK.FNAM
Scroll of The Dawn Sprite,曙光仙灵卷轴,BOOK.FNAM
Scroll of The Fifth Barrier,五级屏障卷轴,BOOK.FNAM
Scroll of The First Barrier,初级屏障卷轴,BOOK.FNAM
Scroll of The Fourth Barrier,四级屏障卷轴,BOOK.FNAM
Scroll of The Gambler's Prayer,赌徒之祈卷轴,BOOK.FNAM
Scroll of the Hidden Killer,隐秘杀手卷轴,BOOK.FNAM
Scroll of The Mage's Eye,法师之眼卷轴,BOOK.FNAM
Scroll of The Mind Feeder,噬心者卷轴,BOOK.FNAM
Scroll of The Ninth Barrier,九级屏障卷轴,BOOK.FNAM
Scroll of The Oathfast,毒誓卷轴,BOOK.FNAM
Scroll of The Second Barrier,二级屏障卷轴,BOOK.FNAM
Scroll of The Sixth Barrier,六级屏障卷轴,BOOK.FNAM
Scroll of The Third Barrier,三级屏障卷轴,BOOK.FNAM
Scroll of the Wolf Ender,灭狼者卷轴,BOOK.FNAM
Scroll of Tinur's Hoptoad,蒂努尔的跃蟾卷轴,BOOK.FNAM
Scroll of Tousu's Abiding Beast,图苏的困兽卷轴,BOOK.FNAM
Scroll of Tranasa's Spellmire,崔纳萨的陷魔卷轴,BOOK.FNAM
Scroll of Tranasa's Spelltrap,崔纳萨的捕魔卷轴,BOOK.FNAM
Scroll of Tranasa's Spelltwist,崔纳萨的扭魔卷轴,BOOK.FNAM
Scroll of Tyronius,泰罗尼斯的卷轴,BOOK.FNAM
Scroll of Ulm Juiceda's Feather,乌尔姆·朱塞达的轻羽卷轴,BOOK.FNAM
Scroll of Uth's Hand of Heaven,乌斯的天堂之手卷轴,BOOK.FNAM
Scroll of Vaermina's Promise,瓦尔迷娜的承诺卷轴,BOOK.FNAM
Scroll of Vigor,活力卷轴,BOOK.FNAM
Scroll of Vitality,生命力卷轴,BOOK.FNAM
Scroll of Warrior's Blessing,战士赐福卷轴,BOOK.FNAM
Scroll of Windform,风之形态卷轴,BOOK.FNAM
Scroll of Windwalker,风之行者卷轴,BOOK.FNAM
Scryer,占卜者,*详见Hermaeus Mora词条。
Scum,渣滓,丹莫方言。
Scuttle,虫酪,INGR.FNAM
Scuttlehead,蠢驴,丹莫方言。
Scuttler,凿洞兽,凿洞兽与矮脚瓜尔有亲缘关系，来自冷港的凿洞兽是蓝色的。
Scuttling Void,疾蠕虚空,娜米拉的领域。Scuttling取其领域内令人毛骨悚然的爬行动物、甲壳类动物和昆虫疾速爬窜之义。
Sea Elf,海精灵,*详见Maormer词条。
Sea of Ghosts,幽灵之海,泰姆瑞尔北部的海域名称。
Sea of Pearls,珍珠海,位于如今尤库达中部的海域。
Seanwen,肖文,NPC_.FNAM
Seasplitter,裂海者,WEAP.FNAM
Seba,塞巴,NPC_.FNAM
Seba Anurnudai,塞巴·阿努尔努代,NPC_.FNAM
Second Barrier,二级屏障,SPEL.FNAM
Second Barrier Belt,二级屏障腰带,CLOT.FNAM
Second Barrier Ring,二级屏障之戒,CLOT.FNAM
Second Seed,次种月,GMST.STRV
Secret Caldera Ledger,加密的卡尔德拉账簿,BOOK.FNAM
Secret Master's Lockpick,隐秘大师级开锁器,LOCK.FNAM
Secret Master's Probe,隐秘大师级陷阱探针,PROB.FNAM
Secret Office,秘密任所,CEL
Secret Palace Entrance Key,秘密宫殿入口钥匙,MISC.FNAM
SecretMaster's Alembic,隐秘大师级蒸馏器,APPA.FNAM
SecretMaster's Calcinator,隐秘大师级煅烧器,APPA.FNAM
SecretMaster's Mortar and Pestl,隐秘大师级研钵研杵,APPA.FNAM
SecretMaster's Retort,隐秘大师级曲颈瓶,APPA.FNAM
Secrets of Dwemer Animunculi,《锻莫机械球的秘密》,BOOK.FNAM
Secunda,瑟昆达,双月之一，双月中较小的月亮，又称“乔恩”(Jone)、“斯丹达尔之悲”(Shandar's Sorrow)。
Secunia,瑟库尼亚,NPC_.FNAM
Security,安全|开锁,GMST.STRV
Sed-Yenna,塞德-耶娜,蒂贝拉贞女，朔妮-埃特的姐姐，雷曼一世的养母兼妻子。
Sedam,塞达姆,NPC_.FNAM
Sedam Omalen,塞达姆·奥马伦,NPC_.FNAM
Sedas,塞达斯,NPC_.FNAM
Sedor,1.瑟多 2.可能意为“主人”,1.位于夏丁赫尔和布鲁玛之间的一处小型亚历德。 2.亚历德语
Sedrane,塞德兰尼,NPC_.FNAM
Sedrane Arvel,塞德兰尼·阿维尔,NPC_.FNAM
Sedrethi,塞德雷西,NPC_.FNAM
Sedri,塞德里,NPC_.FNAM
Sedris,塞德里斯,NPC_.FNAM
Sedris Omalen,塞德里斯·奥马伦,NPC_.FNAM
Sedyni,塞迪尼,NPC_.FNAM
Sedyni Veran,塞迪尼·维兰,NPC_.FNAM
Seeker,追寻者,一种满脸触须的迪德拉生物，赫麦乌斯·莫拉（Hermaeus Mora）的仆从，基本只在异典（Apocrypha）出现。
Seen-Rei,辛-雷,NPC_.FNAM
Seewul,西武尔,NPC_.FNAM
Segunivus,塞古尼乌斯,NPC_.FNAM
Segunivus Mantedius,塞古尼乌斯·曼泰迪乌斯,NPC_.FNAM
Sehabani,塞哈巴尼,NPC_.FNAM
Seht,塞特,迪德拉字母表中对应S的字母，亦在丹莫口语中用于指代索萨希尔。
Sel Vanua,塞尔·瓦努阿,亚历德语，意为“深厅”，位于密斯卡坎德遗迹内。
Selandas,瑟兰达斯,NPC_.FNAM
Selarar,塞拉尔,NPC_.FNAM
Selaren,塞拉伦,NPC_.FNAM
Selaro,塞拉罗,NPC_.FNAM
Selarys,塞拉里斯,NPC_.FNAM
Selas,瑟拉斯,NPC_.FNAM
Seldom,偶尔,GMST.STRV
Seldus,塞尔杜斯,NPC_.FNAM
Seldus Nerendus,塞尔杜斯·尼伦杜斯,NPC_.FNAM
Sele,席勒,NPC_.FNAM
Seler,塞勒,CEL|NPC_.FNAM
Seler Favelnim,塞勒·法维尼姆,NPC_.FNAM
Seler Favelnim's House,塞勒·法维尼姆的房子,CEL
Seles,塞莱斯,NPC_.FNAM
Seleth,塞莱斯,CEL|NPC_.FNAM
Seleth's House,塞莱斯的房子,CEL
Self Dispel,自我驱散,SPEL.FNAM
Selitbael,瑟利特巴尔,NPC_.FNAM
Seliulus,塞留鲁斯,NPC_.FNAM
Seliulus Laenius,塞留鲁斯·莱尼乌斯,NPC_.FNAM
Selk,塞尔克,NPC_.FNAM
Selk Muddumummu,塞尔克·穆杜古马,NPC_.FNAM
Selkin-Adda,希尔金-阿达,NPC_.FNAM
Selkirnemus,塞尔基尼穆斯,NPC_.FNAM
SELLER GOLD,商人的金币,GMST.STRV
Seller Max,最大金额,GMST.STRV
Sellus,赛鲁斯,NPC_.FNAM
Sellus Gravius,赛鲁斯·加维乌斯,NPC_.FNAM
Selman,塞尔曼,NPC_.FNAM
Selman Relas,塞尔曼·瑞拉斯,NPC_.FNAM
Selmen,塞尔曼,NPC_.FNAM
Selmen Relas,塞尔曼·瑞拉斯,NPC_.FNAM
Seloth,瑟罗斯,NPC_.FNAM
Selothan,瑟罗珊,NPC_.FNAM
Selvayn,塞尔文,NPC_.FNAM
Selvia,塞尔维娅,NPC_.FNAM
Selvia Famalius,塞尔维娅·法马利乌斯,NPC_.FNAM
Selvil,塞尔维尔,NPC_.FNAM
Selvil Sareloth,塞尔维尔·萨雷洛斯,NPC_.FNAM
Selvilo,塞尔维洛,NPC_.FNAM
Selvura,塞尔乌拉,NPC_.FNAM
Selvura Andrano,塞尔乌拉·安德拉诺,NPC_.FNAM
Semblex,影,艾诺菲语。
Semblio,形象,艾诺菲语。
Sen,森,NPC_.FNAM
Senalana,瑟纳拉纳,一处位于瓦伦伍德北部，阿伦提亚以西的亚历德遗迹
Senatbael,塞纳特贝尔,NPC_.FNAM
Senchal,森查尔,
Senche,森切,卡吉特的亚种，体型如老虎、外形似猫。生于【玛瑟尔】与【塞昆达】均满月之时。
Senche-raht,森切-拉特,卡吉特的最大亚种，体型如老虎、外形似猫，比森切略大。生于【玛瑟尔】满月【塞昆达】上弦月之时。
Sendas,森达斯,NPC_.FNAM
Sendel,森德尔,NPC_.FNAM
Sendel Tedas,森德尔·泰达斯,NPC_.FNAM
Sendu,森都,NPC_.FNAM
Sendus,森杜斯,NPC_.FNAM
Sendus Sathis,森杜斯·萨提斯,NPC_.FNAM
Seneschal,总管,FACT.RNAM
Senilias,塞尼利亚斯,NPC_.FNAM
Senilias Cadiusus,塞尼利亚斯·卡迪苏斯,NPC_.FNAM
Senilius,塞尼利亚斯,BOOK.FNAM
Senilius' Report,塞尼利亚斯的报告,BOOK.FNAM
Senim,塞尼姆,NPC_.FNAM
Senim Ancestral Tomb,塞尼姆先祖墓穴,CEL
Senipu,塞尼普,NPC_.FNAM
Senise,森尼斯,NPC_.FNAM
Senise Thindo,森尼斯·廷多,NPC_.FNAM
Sennananit,塞纳纳尼特,CEL
Senoril,塞诺里尔,NPC_.FNAM
Sentinel,哨卫,阿里克尔沙漠区与米尔克瓦萨区的首府。
Senyndie,森妮迪,NPC_.FNAM
Sep,瑟普,*详见Shezarr词条。尤库达神话中的“第二条蛇”，被认为可能是红卫传说中的舍扎尔。
Sepredia,和平；平静,亚历德语
Septim,塞普汀,
Septim Ring,塞普汀之戒,CLOT.FNAM
Sepulcher,墓穴,CEL
